gn|1|1|No princípio criou Deus os céus e a terra.
gn|1|2|A terra era sem forma e vazia; e havia trevas sobre a face do abismo, mas o Espírito de Deus pairava sobre a face das águas.
gn|1|3|Disse Deus: haja luz. E houve luz.
gn|1|4|Viu Deus que a luz era boa; e fez separação entre a luz e as trevas.
gn|1|5|E Deus chamou à luz dia, e às trevas noite. E foi a tarde e a manhã, o dia primeiro.
gn|1|6|E disse Deus: haja um firmamento no meio das águas, e haja separação entre águas e águas.
gn|1|7|Fez, pois, Deus o firmamento, e separou as águas que estavam debaixo do firmamento das que estavam por cima do firmamento. E assim foi.
gn|1|8|Chamou Deus ao firmamento céu. E foi a tarde e a manhã, o dia segundo.
gn|1|9|E disse Deus: Ajuntem-se num só lugar as águas que estão debaixo do céu, e apareça o elemento seco. E assim foi.
gn|1|10|Chamou Deus ao elemento seco terra, e ao ajuntamento das águas mares. E viu Deus que isso era bom.
gn|1|11|E disse Deus: Produza a terra relva, ervas que dêem semente, e árvores frutíferas que, segundo as suas espécies, dêem fruto que tenha em si a sua semente, sobre a terra. E assim foi.
gn|1|12|A terra, pois, produziu relva, ervas que davam semente segundo as suas espécies, e árvores que davam fruto que tinha em si a sua semente, segundo as suas espécies. E viu Deus que isso era bom.
gn|1|13|E foi a tarde e a manhã, o dia terceiro.
gn|1|14|E disse Deus: haja luminares no firmamento do céu, para fazerem separação entre o dia e a noite; sejam eles para sinais e para estações, e para dias e anos;
gn|1|15|e sirvam de luminares no firmamento do céu, para alumiar a terra. E assim foi.
gn|1|16|Deus, pois, fez os dois grandes luminares: o luminar maior para governar o dia, e o luminar menor para governar a noite; fez também as estrelas.
gn|1|17|E Deus os pôs no firmamento do céu para alumiar a terra,
gn|1|18|para governar o dia e a noite, e para fazer separação entre a luz e as trevas. E viu Deus que isso era bom.
gn|1|19|E foi a tarde e a manhã, o dia quarto.
gn|1|20|E disse Deus: Produzam as águas cardumes de seres viventes; e voem as aves acima da terra no firmamento do céu.
gn|1|21|Criou, pois, Deus os monstros marinhos, e todos os seres viventes que se arrastavam, os quais as águas produziram abundantemente segundo as suas espécies; e toda ave que voa, segundo a sua espécie. E viu Deus que isso era bom.
gn|1|22|Então Deus os abençoou, dizendo: Frutificai e multiplicai-vos, e enchei as águas dos mares; e multipliquem-se as aves sobre a terra.
gn|1|23|E foi a tarde e a manhã, o dia quinto.
gn|1|24|E disse Deus: Produza a terra seres viventes segundo as suas espécies: animais domésticos, répteis, e animais selvagens segundo as suas espécies. E assim foi.
gn|1|25|Deus, pois, fez os animais selvagens segundo as suas espécies, e os animais domésticos segundo as suas espécies, e todos os répteis da terra segundo as suas espécies. E viu Deus que isso era bom.
gn|1|26|E disse Deus: Façamos o homem à nossa imagem, conforme a nossa semelhança; domine ele sobre os peixes do mar, sobre as aves do céu, sobre os animais domésticos, e sobre toda a terra, e sobre todo réptil que se arrasta sobre a terra.
gn|1|27|Criou, pois, Deus o homem à sua imagem; à imagem de Deus o criou; homem e mulher os criou.
gn|1|28|Então Deus os abençoou e lhes disse: Frutificai e multiplicai-vos; enchei a terra e sujeitai-a; dominai sobre os peixes do mar, sobre as aves do céu e sobre todos os animais que se arrastam sobre a terra.
gn|1|29|Disse-lhes mais: Eis que vos tenho dado todas as ervas que produzem semente, as quais se acham sobre a face de toda a terra, bem como todas as árvores em que há fruto que dê semente; ser-vos-ão para mantimento.
gn|1|30|E a todos os animais da terra, a todas as aves do céu e a todo ser vivente que se arrasta sobre a terra, tenho dado todas as ervas verdes como mantimento. E assim foi.
gn|1|31|E viu Deus tudo quanto fizera, e eis que era muito bom. E foi a tarde e a manhã, o dia sexto.
gn|2|1|Assim foram acabados os céus e a terra, com todo o seu exército.
gn|2|2|Ora, havendo Deus completado no dia sétimo a obra que tinha feito, descansou nesse dia de toda a obra que fizera.
gn|2|3|Abençoou Deus o sétimo dia, e o santificou; porque nele descansou de toda a sua obra que criara e fizera.
gn|2|4|Eis as origens dos céus e da terra, quando foram criados. No dia em que o Senhor Deus fez a terra e os céus
gn|2|5|não havia ainda nenhuma planta do campo na terra, pois nenhuma erva do campo tinha ainda brotado; porque o Senhor Deus não tinha feito chover sobre a terra, nem havia homem para lavrar a terra.
gn|2|6|Um vapor, porém, subia da terra, e regava toda a face da terra.
gn|2|7|E formou o Senhor Deus o homem do pó da terra, e soprou-lhe nas narinas o fôlego da vida; e o homem tornou-se alma vivente.
gn|2|8|Então plantou o Senhor Deus um jardim, da banda do oriente, no Éden; e pôs ali o homem que tinha formado.
gn|2|9|E o Senhor Deus fez brotar da terra toda qualidade de árvores agradáveis à vista e boas para comida, bem como a árvore da vida no meio do jardim, e a árvore do conhecimento do bem e do mal.
gn|2|10|E saía um rio do Éden para regar o jardim; e dali se dividia e se tornava em quatro braços.
gn|2|11|O nome do primeiro é Pisom: este é o que rodeia toda a terra de Havilá, onde há ouro;
gn|2|12|e o ouro dessa terra é bom: ali há o bdélio, e a pedra de berilo.
gn|2|13|O nome do segundo rio é Giom: este é o que rodeia toda a terra de Cuche.
gn|2|14|O nome do terceiro rio é Tigre: este é o que corre pelo oriente da Assíria. E o quarto rio é o Eufrates.
gn|2|15|Tomou, pois, o Senhor Deus o homem, e o pôs no jardim do Édem para o lavrar e guardar.
gn|2|16|Ordenou o Senhor Deus ao homem, dizendo: De toda árvore do jardim podes comer livremente;
gn|2|17|mas da árvore do conhecimento do bem e do mal, dessa não comerás; porque no dia em que dela comeres, certamente morrerás.
gn|2|18|Disse mais o Senhor Deus: Não é bom que o homem esteja só; far-lhe-ei uma ajudadora que lhe seja idônea.
gn|2|19|Da terra formou, pois, o Senhor Deus todos os animais o campo e todas as aves do céu, e os trouxe ao homem, para ver como lhes chamaria; e tudo o que o homem chamou a todo ser vivente, isso foi o seu nome.
gn|2|20|Assim o homem deu nomes a todos os animais domésticos, às aves do céu e a todos os animais do campo; mas para o homem não se achava ajudadora idônea.
gn|2|21|Então o Senhor Deus fez cair um sono pesado sobre o homem, e este adormeceu; tomou-lhe, então, uma das costelas, e fechou a carne em seu lugar;
gn|2|22|e da costela que o senhor Deus lhe tomara, formou a mulher e a trouxe ao homem.
gn|2|23|Então disse o homem: Esta é agora osso dos meus ossos, e carne da minha carne; ela será chamada varoa, porquanto do varão foi tomada.
gn|2|24|Portanto deixará o homem a seu pai e a sua mãe, e unir-se-á à sua mulher, e serão uma só carne.
gn|2|25|E ambos estavam nus, o homem e sua mulher; e não se envergonhavam.
gn|3|1|Ora, a serpente era o mais astuto de todos os animais do campo, que o Senhor Deus tinha feito. E esta disse à mulher: É assim que Deus disse: Não comereis de toda árvore do jardim?
gn|3|2|Respondeu a mulher à serpente: Do fruto das árvores do jardim podemos comer,
gn|3|3|mas do fruto da árvore que está no meio do jardim, disse Deus: Não comereis dele, nem nele tocareis, para que não morrais.
gn|3|4|Disse a serpente à mulher: Certamente não morrereis.
gn|3|5|Porque Deus sabe que no dia em que comerdes desse fruto, vossos olhos se abrirão, e sereis como Deus, conhecendo o bem e o mal.
gn|3|6|Então, vendo a mulher que aquela árvore era boa para se comer, e agradável aos olhos, e árvore desejável para dar entendimento, tomou do seu fruto, comeu, e deu a seu marido, e ele também comeu.
gn|3|7|Então foram abertos os olhos de ambos, e conheceram que estavam nus; pelo que coseram folhas de figueira, e fizeram para si aventais.
gn|3|8|E, ouvindo a voz do Senhor Deus, que passeava no jardim à tardinha, esconderam-se o homem e sua mulher da presença do Senhor Deus, entre as árvores do jardim.
gn|3|9|Mas chamou o Senhor Deus ao homem, e perguntou-lhe: Onde estás?
gn|3|10|Respondeu-lhe o homem: Ouvi a tua voz no jardim e tive medo, porque estava nu; e escondi-me.
gn|3|11|Deus perguntou-lhe mais: Quem te mostrou que estavas nu? Comeste da árvore de que te ordenei que não comesses?
gn|3|12|Ao que respondeu o homem: A mulher que me deste por companheira deu-me a árvore, e eu comi.
gn|3|13|Perguntou o Senhor Deus à mulher: Que é isto que fizeste? Respondeu a mulher: A serpente enganou-me, e eu comi.
gn|3|14|Então o Senhor Deus disse à serpente: Porquanto fizeste isso, maldita serás tu dentre todos os animais domésticos, e dentre todos os animais do campo; sobre o teu ventre andarás, e pó comerás todos os dias da tua vida.
gn|3|15|Porei inimizade entre ti e a mulher, e entre a tua descendência e a sua descendência; esta te ferirá a cabeça, e tu lhe ferirás o calcanhar.
gn|3|16|E à mulher disse: Multiplicarei grandemente a dor da tua conceição; em dor darás à luz filhos; e o teu desejo será para o teu marido, e ele te dominará.
gn|3|17|E ao homem disse: Porquanto deste ouvidos à voz de tua mulher, e comeste da árvore de que te ordenei dizendo: Não comerás dela; maldita é a terra por tua causa; em fadiga comerás dela todos os dias da tua vida.
gn|3|18|Ela te produzirá espinhos e abrolhos; e comerás das ervas do campo.
gn|3|19|Do suor do teu rosto comerás o teu pão, até que tornes à terra, porque dela foste tomado; porquanto és pó, e ao pó tornarás.
gn|3|20|Chamou Adão à sua mulher Eva, porque era a mãe de todos os viventes.
gn|3|21|E o Senhor Deus fez túnicas de peles para Adão e sua mulher, e os vestiu.
gn|3|22|Então disse o Senhor Deus: Eis que o homem se tem tornado como um de nós, conhecendo o bem e o mal. Ora, não suceda que estenda a sua mão, e tome também da árvore da vida, e coma e viva eternamente.
gn|3|23|O Senhor Deus, pois, o lançou fora do jardim do Éden para lavrar a terra, de que fora tomado.
gn|3|24|E havendo lançado fora o homem, pôs ao oriente do jardim do Éden os querubins, e uma espada flamejante que se volvia por todos os lados, para guardar o caminho da árvore da vida.
gn|4|1|Conheceu Adão a Eva, sua mulher; ela concebeu e, tendo dado à luz a Caim, disse: Alcancei do Senhor um varão.
